Region,City,Place Type,Place Category,Place Name,Rating,Review Text,Reviewer Language,Cleaned Review,neg,neu,pos,compound,Sentiment Label,Topic
West,Taif,hotel,lodging,المجد الذهبي للشقق المخدومه,3.4,Last visit no have bachelor room only Family room available,en,last visit no have bachelor room only family room available,0.0,1.0,0.0,0.0,neutral,2
West,Taif,hotel,lodging,المجد الذهبي للشقق المخدومه,3.4,Very good guest Apartment clean with hygiene good rates highly recommended to all friends and family.,en,very good guest apartment clean with hygiene good rates highly recommended to all friends and family.,0.0,0.3,0.7,0.9181,positive,2
West,Taif,hotel,lodging,المجد الذهبي للشقق المخدومه,3.4,"Everything is bad. Service is bad. Rooms are bad. ACs are bad. Cleanliness is bad. everything is bad, literally.",en,"everything is bad. service is bad. rooms are bad. acs are bad. cleanliness is bad. everything is bad, literally.",0.75,0.25,0.0,-0.9682,negative,4
West,Taif,hotel,lodging,شهد الثانية للشقق المخدومة,3.4,"Near and clean rooms..
Comfortable stay..
Very good Service by staff.. 💐
Price worth and recommended👍🏻
Parking underground is narrow, but you will find parking on streets.",en,"near and clean rooms..
comfortable stay..
very good service by staff.. 💐
price worth and recommended👍🏻
parking underground is narrow, but you will find parking on streets.",0.0,0.546,0.454,0.8689,positive,2
West,Taif,hotel,lodging,شهد الثانية للشقق المخدومة,3.4,"A good and economical option, suitable for those who want to sleep in a hotel
A star for the price
A star for cleanliness and family comfort
Star for neighborhood services

If these three and others interest you, they will suit you, God willing

There is no kettle
There is a small refrigerator and microwave
There is a kitchen without utensils
There is a washing machine, but it requires transportation and installation
There are slippers and toiletries but no towels
The floor is unfurnished tile, medium clean
Window air conditioners
Multiple lighting options in rooms (acceptable)
Water flow in toilets and water heater are good
There is sometimes noise from the street side. Turning on the air conditioner or booking an indoor room may alleviate this.",en-US,"a good and economical option, suitable for those who want to sleep in a hotel
a star for the price
a star for cleanliness and family comfort
star for neighborhood services

if these three and others interest you, they will suit you, god willing

there is no kettle
there is a small refrigerator and microwave
there is a kitchen without utensils
there is a washing machine, but it requires transportation and installation
there are slippers and toiletries but no towels
the floor is unfurnished tile, medium clean
window air conditioners
multiple lighting options in rooms (acceptable)
water flow in toilets and water heater are good
there is sometimes noise from the street side. turning on the air conditioner or booking an indoor room may alleviate this.",0.0,0.753,0.247,0.9493,positive,0
West,Taif,hotel,lodging,شهد الثانية للشقق المخدومة,3.4,"Booked through Booking. Confirmed reservation
When I arrived, the employee said there were no vacant rooms!!!
I was surprised and gave him the reservation and he said this is what I have
Then the employee told me to go to our second branch, the Qarnit Taif Hotel, and when I went, he gave me an expensive room twice the price, and I refused.
There is no credibility at all, and whoever makes a reservation calls to check with them before he travels",en-US,"booked through booking. confirmed reservation
when i arrived, the employee said there were no vacant rooms!!!
i was surprised and gave him the reservation and he said this is what i have
then the employee told me to go to our second branch, the qarnit taif hotel, and when i went, he gave me an expensive room twice the price, and i refused.
there is no credibility at all, and whoever makes a reservation calls to check with them before he travels",0.059,0.889,0.051,-0.0772,negative,1
West,Taif,hotel,lodging,شهد الثانية للشقق المخدومة,3.4,"The best service, God willing. May God bless you for the cleanliness and psychological comfort. You don’t need to find a parking spot for your car. The security guard guides you to the parking spots. Until there was a parking spot, he got out his car and let me park in his place. Thanks, appreciation and respect to the security men, Ali Al-Fifi, for his morals and his reception of us and all the workers.",en-US,"the best service, god willing. may god bless you for the cleanliness and psychological comfort. you don’t need to find a parking spot for your car. the security guard guides you to the parking spots. until there was a parking spot, he got out his car and let me park in his place. thanks, appreciation and respect to the security men, ali al-fifi, for his morals and his reception of us and all the workers.",0.0,0.502,0.498,0.9771,positive,2
West,Taif,hotel,lodging,شهد الثانية للشقق المخدومة,3.4,"Clean apartments close to services, I recommend them.",en-US,"clean apartments close to services, i recommend them.",0.0,0.366,0.634,0.6369,positive,2
West,Taif,restaurant,meal_takeaway,Broast House,3.2,"One of the best broasted chicken in Taif city . Very delicious and unique . Very good service. Friendly staff. Wide dine in area.
Recommend and must try!",en,"one of the best broasted chicken in taif city . very delicious and unique . very good service. friendly staff. wide dine in area.
recommend and must try!",0.0,0.441,0.559,0.9477,positive,2
West,Taif,restaurant,meal_takeaway,Broast House,3.2,Broasted chicken was good and fast service. Godbless you guys,en,broasted chicken was good and fast service. godbless you guys,0.0,0.674,0.326,0.4404,positive,2
West,Taif,restaurant,meal_takeaway,Broast House,3.2,"Good taste, service & lots of yumm",en,"good taste, service & lots of yumm",0.0,0.58,0.42,0.4404,positive,3
West,Taif,restaurant,meal_takeaway,Broast House,3.2,"Your food is very fresh, my only request is to always try to provide such fresh food",en,"your food is very fresh, my only request is to always try to provide such fresh food",0.0,0.566,0.434,0.5574,positive,3
West,Taif,restaurant,meal_takeaway,Broast House,3.2,best broasted chicken in  Very delicious and unique . Very good service. Friendly staff,en,best broasted chicken in  very delicious and unique . very good service. friendly staff,0.0,0.263,0.737,0.9325,positive,2
West,Taif,tourist_attraction,park,Saysed National park,3.3,"Saysed National Park has a historical dam which was built almost 1000 years back in the tenure of Hazrat Ameer Muaeeya R.A which was renovated by King Fahd almost 25 years back. The dam is scenic sight to spend calm moments. It’s said that during rainy season, it’s a good swimming spot with shallow water but in summer it has almost dried up to puddle!
Vast area of rest of the park are bushes and small trees with intervening vacant plane areas having swings for children, where families can have picnic! Those are ideal spots with shades for making barbecue and bonfire!
There is an occasional cafe also with good sitting arrangement under open sky during night.
Toilet facilities are also available there.
Ideal place to visit with family and enjoy sunrise, sunset, barbecue or bonfire!
Disclaimer: I am not sure whether bonfire is allowed or prohibited but I didn’t saw any warning or prohibition sign.",en,"saysed national park has a historical dam which was built almost 1000 years back in the tenure of hazrat ameer muaeeya r.a which was renovated by king fahd almost 25 years back. the dam is scenic sight to spend calm moments. it’s said that during rainy season, it’s a good swimming spot with shallow water but in summer it has almost dried up to puddle!
vast area of rest of the park are bushes and small trees with intervening vacant plane areas having swings for children, where families can have picnic! those are ideal spots with shades for making barbecue and bonfire!
there is an occasional cafe also with good sitting arrangement under open sky during night.
toilet facilities are also available there.
ideal place to visit with family and enjoy sunrise, sunset, barbecue or bonfire!
disclaimer: i am not sure whether bonfire is allowed or prohibited but i didn’t saw any warning or prohibition sign.",0.035,0.773,0.192,0.9493,positive,2
West,Taif,tourist_attraction,park,Saysed National park,3.3,"Nice place to visit especially with kids as there are different types of birds and animals are available. this place is neither too small nor too big to go around.typically, an hour is sufficient to go around the zoo comfortably. Apart from this there is a section for kids to play, which has different rides and its ticket has to be purchased separately.",en,"nice place to visit especially with kids as there are different types of birds and animals are available. this place is neither too small nor too big to go around.typically, an hour is sufficient to go around the zoo comfortably. apart from this there is a section for kids to play, which has different rides and its ticket has to be purchased separately.",0.0,0.778,0.222,0.7906,positive,3
West,Taif,tourist_attraction,park,Saysed National park,3.3,This place is located in taif. It is a type of jungle. There are lots of dogs i saw i went there yesterday. The place also has many  places inside the where public can sit and enjoy or people can camp here too. This place is also gud for adventures. You can find places like river is natural waterfall too.,en,this place is located in taif. it is a type of jungle. there are lots of dogs i saw i went there yesterday. the place also has many  places inside the where public can sit and enjoy or people can camp here too. this place is also gud for adventures. you can find places like river is natural waterfall too.,0.0,0.71,0.29,0.8625,positive,1
West,Taif,tourist_attraction,park,Saysed National park,3.3,"A different experience in Saudi Arabia. You have a Dam inside National Park, which is one of the oldest dam in KSA. Nice place to hang out with family & friends. Make sure you carry food, snacks with you. No shops nearby.",en,"a different experience in saudi arabia. you have a dam inside national park, which is one of the oldest dam in ksa. nice place to hang out with family & friends. make sure you carry food, snacks with you. no shops nearby.",0.0,0.719,0.281,0.802,positive,1
West,Taif,tourist_attraction,park,Saysed National park,3.3,"if you're searching for a haven to spend your evenings in a delightful and serene atmosphere, look no further. This hidden gem is a highly recommended place.",en,"if you're searching for a haven to spend your evenings in a delightful and serene atmosphere, look no further. this hidden gem is a highly recommended place.",0.0,0.529,0.471,0.8357,positive,1
West,Taif,shopping_mall,supermarket,Panda Hearts Mall,3.4,"The staff are not friendly. They don’t know how to communicate properly with the complaints of their customer. I went there to buy some grocery items and I saw that were some discounted items so I bought some discounted items . When I was at the cashier there were no discounts on the 2 items I bought and I complained on their customer service about the incident. They mentioned that I can return the items I bought and replace them with another items worth the price of those discounted price but I disagreed and asked them for refund but they said issue a refund since I used a coupon which was given to me few weeks before. Just so next time, I would like to recommend that maybe these situations can be handle more in a appropriate way.",en,"the staff are not friendly. they don’t know how to communicate properly with the complaints of their customer. i went there to buy some grocery items and i saw that were some discounted items so i bought some discounted items . when i was at the cashier there were no discounts on the 2 items i bought and i complained on their customer service about the incident. they mentioned that i can return the items i bought and replace them with another items worth the price of those discounted price but i disagreed and asked them for refund but they said issue a refund since i used a coupon which was given to me few weeks before. just so next time, i would like to recommend that maybe these situations can be handle more in a appropriate way.",0.113,0.687,0.2,0.4588,positive,0
West,Taif,shopping_mall,supermarket,Panda Hearts Mall,3.4,"No contact details uploaded to Google to complain.

Just brought supposedly premium whole chicken legs 2 large packs in date. Taken home to BBQ immediately but to our surprise when we opened the packs they both smelt AWFUL. We were all heaving. They must not have been stored correctly.

Taking them straight back to store immediately for a refund and to complain.

What an inconvenience!

Also, I must mention. Although they have updated the look and layout. There still isn't enough trollies or baskets available. Even in quiet times. The trollies are also in very bad condition.",en,"no contact details uploaded to google to complain.

just brought supposedly premium whole chicken legs 2 large packs in date. taken home to bbq immediately but to our surprise when we opened the packs they both smelt awful. we were all heaving. they must not have been stored correctly.

taking them straight back to store immediately for a refund and to complain.

what an inconvenience!

also, i must mention. although they have updated the look and layout. there still isn't enough trollies or baskets available. even in quiet times. the trollies are also in very bad condition.",0.212,0.727,0.061,-0.875,negative,4
West,Taif,shopping_mall,supermarket,Panda Hearts Mall,3.4,for almost 8 years buying grocery to taif hearts mall first time i experience the grocery that i bought was stollen inside the taif hearts mall i reported it to the security and police CCTV cameras were checked a woman who wears abaya and niqab stole my things.. and the worse is the security did not do any action.. i wasted money because of a thief woman inside taif hearts mall.. HARAM is that what ALLAH tought to everyone to still something that they dont buy.. inshaallah that woman who stoll my grocery will be punished by allah.. may her soul be burn in hell,en,for almost 8 years buying grocery to taif hearts mall first time i experience the grocery that i bought was stollen inside the taif hearts mall i reported it to the security and police cctv cameras were checked a woman who wears abaya and niqab stole my things.. and the worse is the security did not do any action.. i wasted money because of a thief woman inside taif hearts mall.. haram is that what allah tought to everyone to still something that they dont buy.. inshaallah that woman who stoll my grocery will be punished by allah.. may her soul be burn in hell,0.237,0.698,0.066,-0.926,negative,4
West,Taif,shopping_mall,supermarket,Panda Hearts Mall,3.4,"Most Saudi employees don't show respect to other Saudi women who go shopping there, and use unfriendly language with others.",en,"most saudi employees don't show respect to other saudi women who go shopping there, and use unfriendly language with others.",0.315,0.685,0.0,-0.6192,negative,3
West,Taif,shopping_mall,supermarket,Panda Hearts Mall,3.4,The security man refused to let us entering saying we are closing although it is 11:30 p.m and it is written in your google account the closing time is 12:30 a.m!!!,en,the security man refused to let us entering saying we are closing although it is 11:30 p.m and it is written in your google account the closing time is 12:30 a.m!!!,0.125,0.739,0.136,0.0516,positive,3
West,Taif,shopping_mall,shopping_mall,مركز طارق للملابس الجاهزه,3.4,"Low prices and lots of brands, but cheap quality.",en,"low prices and lots of brands, but cheap quality.",0.296,0.704,0.0,-0.2732,negative,1
West,Taif,shopping_mall,shopping_mall,مركز طارق للملابس الجاهزه,3.4,Prices too high compare to Shobra,en,prices too high compare to shobra,0.0,1.0,0.0,0.0,neutral,4
West,Taif,shopping_mall,shopping_mall,مركز طارق للملابس الجاهزه,3.4,Expensive and bad quality,en,expensive and bad quality,0.636,0.364,0.0,-0.5423,negative,0
West,Taif,shopping_mall,shopping_mall,مركز طارق للملابس الجاهزه,3.4,thanks,en-US,thanks,0.0,0.0,1.0,0.4404,positive,1
South,Al Baha,hotel,lodging,Al Eairy Furnished Apartments Al Baha 1,2.6,Bed room is not maintained in a pleasant environment. Washroom have no doors. Neighbour room people are very noisy. Overall experience is very poor.,en,bed room is not maintained in a pleasant environment. washroom have no doors. neighbour room people are very noisy. overall experience is very poor.,0.251,0.576,0.173,-0.128,negative,3
South,Al Baha,hotel,lodging,Al Eairy Furnished Apartments Al Baha 1,2.6,"I visited this hotel but chose not to stay due to the poor treatment by the receptionist, Farooq. He was extremely rude and lacked basic customer service skills. Unfortunately, my experience was tainted by his behavior, leading me to give a 0-star review. Farooq's attitude was the sole reason for my negative assessment.",en,"i visited this hotel but chose not to stay due to the poor treatment by the receptionist, farooq. he was extremely rude and lacked basic customer service skills. unfortunately, my experience was tainted by his behavior, leading me to give a 0-star review. farooq's attitude was the sole reason for my negative assessment.",0.325,0.675,0.0,-0.9099,negative,4
South,Al Baha,hotel,lodging,Al Eairy Furnished Apartments Al Baha 1,2.6,"I wouldn't suggest for anyone to visit this hotel as the rooms are dirty, toilet smells,worms everywhere outer view are garbage with poop smell everywhere like you are in bombay india. I wish saudi ministry's{baladiya} could close this hotel. The owner should be informed about whats happening in hotel.
Thank You Albaha for the journey.",en,"i wouldn't suggest for anyone to visit this hotel as the rooms are dirty, toilet smells,worms everywhere outer view are garbage with poop smell everywhere like you are in bombay india. i wish saudi ministry's{baladiya} could close this hotel. the owner should be informed about whats happening in hotel.
thank you albaha for the journey.",0.073,0.732,0.194,0.5859,positive,4
South,Al Baha,hotel,lodging,Al Eairy Furnished Apartments Al Baha 1,2.6,"The receptionist, Farooq, doesn't know how to communicate with customers and exhibits rude behavior. He refused to accept the cash payment and is forcing us to pay through an account. This is the worst hotel, and I don't recommend it because of this receptionist, Farooq.",en,"the receptionist, farooq, doesn't know how to communicate with customers and exhibits rude behavior. he refused to accept the cash payment and is forcing us to pay through an account. this is the worst hotel, and i don't recommend it because of this receptionist, farooq.",0.395,0.525,0.08,-0.8485,negative,2
South,Al Baha,hotel,lodging,Al Eairy Furnished Apartments Al Baha 1,2.6,Rooms are very cold and no heater available.,en,rooms are very cold and no heater available.,0.0,1.0,0.0,0.0,neutral,3
South,Al Baha,hotel,lodging,Aleiiri Furnished Residential Units 3,2.5,"Very old broken furniture
Room photos are misleading from what you actually get
Smell in the elevator 🛗
No service desk
No proper parking
Choose only if u r on a budget and they offer half the price from others
Location is good. Many shops and restaurants are nearby",en,"very old broken furniture
room photos are misleading from what you actually get
smell in the elevator 🛗
no service desk
no proper parking
choose only if u r on a budget and they offer half the price from others
location is good. many shops and restaurants are nearby",0.183,0.726,0.091,-0.4404,negative,2
South,Al Baha,hotel,lodging,Aleiiri Furnished Residential Units 3,2.5,Booked a 2 bedroom apartment via Rehalat .. we were not given 2 bedroom. Very rude person. Stay away.,en,booked a 2 bedroom apartment via rehalat .. we were not given 2 bedroom. very rude person. stay away.,0.231,0.769,0.0,-0.4588,negative,4
South,Al Baha,hotel,lodging,Aleiiri Furnished Residential Units 3,2.5,"Booked two bedroom through rehlat.com.sa, however when reached hotel they offered one bedroom apartment.I don't recommend this one to others.",en,"booked two bedroom through rehlat.com.sa, however when reached hotel they offered one bedroom apartment.i don't recommend this one to others.",0.128,0.787,0.085,-0.1803,negative,1
South,Al Baha,hotel,lodging,Aleiiri Furnished Residential Units 3,2.5,"I don' recommend here. Please dont stay here. Beds are old and not at all clean.
Bathroom is worst. The service is also very poor. It was in the late night so we didnt had other options to stay here... Also too expensive. 400 sar for one night... While the rooms are not even worth 1 start. There are nearby hotels better.
Giving 1 start just because he provided room for us as a bachelor's group...despite the high price.",en,"i don' recommend here. please dont stay here. beds are old and not at all clean.
bathroom is worst. the service is also very poor. it was in the late night so we didnt had other options to stay here... also too expensive. 400 sar for one night... while the rooms are not even worth 1 start. there are nearby hotels better.
giving 1 start just because he provided room for us as a bachelor's group...despite the high price.",0.139,0.578,0.283,0.6705,positive,2
South,Al Baha,hotel,lodging,Aleiiri Furnished Residential Units 3,2.5,"It was an average hotel with average facilities.The hotel has limited space for Parking. We booked single room apartment. It contained a washroom and Small kitchen having cupboard, fridge and cooking range. The cleanliness is not very much up to the mark however, it can be rented if you don't get a better place in rush seasons.In terms of location it's situated at a very good place as it's almost in the centre of the city and near to Raghdaan park which is a very famous park in Baha.",en,"it was an average hotel with average facilities.the hotel has limited space for parking. we booked single room apartment. it contained a washroom and small kitchen having cupboard, fridge and cooking range. the cleanliness is not very much up to the mark however, it can be rented if you don't get a better place in rush seasons.in terms of location it's situated at a very good place as it's almost in the centre of the city and near to raghdaan park which is a very famous park in baha.",0.088,0.854,0.059,-0.1043,negative,2
South,Al Baha,hotel,lodging,Capital O 309 Al-faleh Hotel,3.0,It doesn't deserve a single star . the receptionist is very rude Egyptian.  we told him that we are 4 people but he give us room with only single bed. when we inquire him back to reception he misbehaved saying that what is the problem I'm not the one making beds or hotel etc. we just requested him if he can change our room or arrange extra beds.,en,it doesn't deserve a single star . the receptionist is very rude egyptian.  we told him that we are 4 people but he give us room with only single bed. when we inquire him back to reception he misbehaved saying that what is the problem i'm not the one making beds or hotel etc. we just requested him if he can change our room or arrange extra beds.,0.223,0.777,0.0,-0.8074,negative,2
South,Al Baha,hotel,lodging,Capital O 309 Al-faleh Hotel,3.0,"This is a one star hotel as rated by government. However, it gets very expensive especially during summer. I booked 4 rooms for ~ 1300 SAR (350 USD). This is too much for a one star hotel. Furniture and carpets are great but blankets and sheets need to be cleanier and washed regularly. Some sheets are yellowish and kind of smelly. Overall the hotel is barely decent but not great according international standards.",en,"this is a one star hotel as rated by government. however, it gets very expensive especially during summer. i booked 4 rooms for ~ 1300 sar (350 usd). this is too much for a one star hotel. furniture and carpets are great but blankets and sheets need to be cleanier and washed regularly. some sheets are yellowish and kind of smelly. overall the hotel is barely decent but not great according international standards.",0.0,0.756,0.244,0.9118,positive,4
South,Al Baha,hotel,lodging,Capital O 309 Al-faleh Hotel,3.0,"Good Hotel, only about ten minutes from city center. Good rooms, clean and cozy Standard amenities, the lift could be better.

Staffs were helpful but you have to ask them to clean up the room daily if you stay more than one nights.

Over all good hotel to stay while you are in Al Baha.",en,"good hotel, only about ten minutes from city center. good rooms, clean and cozy standard amenities, the lift could be better.

staffs were helpful but you have to ask them to clean up the room daily if you stay more than one nights.

over all good hotel to stay while you are in al baha.",0.0,0.526,0.474,0.9571,positive,2
South,Al Baha,hotel,lodging,Capital O 309 Al-faleh Hotel,3.0,"Absolutely one of the worst hotels I’ve ever been to.

Cons: Very Expensive, Dirty, Smells like sewers inside the toilets, Water have a very foul smell, very weak cellphone reception, doors are not aligned and open by themselves, very poor design where you have to use emergency doors to avoid climbing stairs unnecessarily, elevator not working, no room phone.

Pros: bedsheets were clean.",en,"absolutely one of the worst hotels i’ve ever been to.

cons: very expensive, dirty, smells like sewers inside the toilets, water have a very foul smell, very weak cellphone reception, doors are not aligned and open by themselves, very poor design where you have to use emergency doors to avoid climbing stairs unnecessarily, elevator not working, no room phone.

pros: bedsheets were clean.",0.339,0.563,0.098,-0.9166,negative,0
South,Al Baha,hotel,lodging,Capital O 309 Al-faleh Hotel,3.0,The rooms do not look as shown in the pictures on the internet. The room was dirty and their bathroom wasn't great as the shower was not working and there were no bucket or cup to take a bath. Their service was poor.,en,the rooms do not look as shown in the pictures on the internet. the room was dirty and their bathroom wasn't great as the shower was not working and there were no bucket or cup to take a bath. their service was poor.,0.383,0.617,0.0,-0.8517,negative,2
South,Al Baha,hotel,lodging,Sky blue hotel,3.4,"Terrible Experience – Not Worth the Money!

Our stay at this hotel was an absolute nightmare. The moment we entered the room, we were hit with a strong, unpleasant smell. The rooms were filthy, with dirt-covered door handles, slippery floors, and unclean toilets. The toilet seat was broken, the shower didn’t work, and the geyser was faulty.

To make matters worse, the AC wasn’t functioning on the first night, which meant we couldn’t use the heater either. We had to endure the cold and sleep uncomfortably. The bed was hard and gave us back pain. When we requested a repair, the staff only responded the next morning.

The service was just as bad. The receptionist was rude, arrogant, and had no basic customer service skills. Despite booking for two people, they provided only one towel, which was completely unacceptable.

Overall, this was the worst hotel experience I’ve ever had. Poor hygiene, terrible service, and an uncomfortable stay. NOT RECOMMENDED!",en,"terrible experience – not worth the money!

our stay at this hotel was an absolute nightmare. the moment we entered the room, we were hit with a strong, unpleasant smell. the rooms were filthy, with dirt-covered door handles, slippery floors, and unclean toilets. the toilet seat was broken, the shower didn’t work, and the geyser was faulty.

to make matters worse, the ac wasn’t functioning on the first night, which meant we couldn’t use the heater either. we had to endure the cold and sleep uncomfortably. the bed was hard and gave us back pain. when we requested a repair, the staff only responded the next morning.

the service was just as bad. the receptionist was rude, arrogant, and had no basic customer service skills. despite booking for two people, they provided only one towel, which was completely unacceptable.

overall, this was the worst hotel experience i’ve ever had. poor hygiene, terrible service, and an uncomfortable stay. not recommended!",0.388,0.547,0.065,-0.9907,negative,0
South,Al Baha,hotel,lodging,Sky blue hotel,3.4,"Wonderful hotel. Very generous and helpful receptionist (Mr. Siddiqui) and the hotel condition is very good. The hotel location is in the centre of the city. I booked a one bed suite, which is the same as in the pictures.",en,"wonderful hotel. very generous and helpful receptionist (mr. siddiqui) and the hotel condition is very good. the hotel location is in the centre of the city. i booked a one bed suite, which is the same as in the pictures.",0.0,0.542,0.458,0.9136,positive,3
South,Al Baha,hotel,lodging,Sky blue hotel,3.4,"The place is nice just needs a better cleaner thts all
Location
The hospitality
They give good services
Everything is great
But needs cleaning",en,"the place is nice just needs a better cleaner thts all
location
the hospitality
they give good services
everything is great
but needs cleaning",0.0,0.41,0.59,0.9246,positive,1
South,Al Baha,hotel,lodging,Sky blue hotel,3.4,"Extremely bad hospitality , unclean rooms , not enough hot water, improper bed , arrogant receptionist.",en,"extremely bad hospitality , unclean rooms , not enough hot water, improper bed , arrogant receptionist.",0.412,0.588,0.0,-0.7902,negative,4
South,Al Baha,hotel,lodging,Sky blue hotel,3.4,"I recently stayed at Sky Blue Hotel in Al Baha, and my experience was disappointing. The air conditioning in the room barely worked, making for an uncomfortable stay. Additionally, only one lift was in operation, and it was extremely slow, causing frustrating delays. To make matters worse, the room lacked basic amenities like water and tissue. Overall, my stay was far from satisfactory, and I wouldn’t recommend this hotel until these issues are addressed.",en,"i recently stayed at sky blue hotel in al baha, and my experience was disappointing. the air conditioning in the room barely worked, making for an uncomfortable stay. additionally, only one lift was in operation, and it was extremely slow, causing frustrating delays. to make matters worse, the room lacked basic amenities like water and tissue. overall, my stay was far from satisfactory, and i wouldn’t recommend this hotel until these issues are addressed.",0.209,0.638,0.152,-0.6369,negative,0
South,Al Baha,hotel,lodging,Aleairy No.2,2.6,"We made a mistake by not checking the google review before booking. This is the cheapest available hotel for around 250 sar+ in al bahah, but it is not worth it.

Booked a room for 4 adults. When we reached, they told us they dont have any rooms that can accommodate 4 and gave us a single bedroom apartment with extra beds.

Bad experience",en,"we made a mistake by not checking the google review before booking. this is the cheapest available hotel for around 250 sar+ in al bahah, but it is not worth it.

booked a room for 4 adults. when we reached, they told us they dont have any rooms that can accommodate 4 and gave us a single bedroom apartment with extra beds.

bad experience",0.159,0.753,0.089,-0.5574,negative,4
South,Al Baha,hotel,lodging,Aleairy No.2,2.6,Not supposed to rate even an star... Aleairy is the worst accommodation in KSA the staffs are very manerless specialy Al baha 1 and 2... Washroom is very dirty with very bad smell when I ask the incharge to clean he argue me... Very disappointed,en,not supposed to rate even an star... aleairy is the worst accommodation in ksa the staffs are very manerless specialy al baha 1 and 2... washroom is very dirty with very bad smell when i ask the incharge to clean he argue me... very disappointed,0.461,0.461,0.078,-0.9231,negative,0
South,Al Baha,hotel,lodging,Aleairy No.2,2.6,"Hotel is located on the main road but you can't find a grocery store or food point at a walking distance. You will be greeted by the person via conference link at the reception.
The room has only one toilet. The kitchen has fridge and stove. The cleanliness level was acceptable. The price was very reasonable compared to other hotels in peak season.",en,"hotel is located on the main road but you can't find a grocery store or food point at a walking distance. you will be greeted by the person via conference link at the reception.
the room has only one toilet. the kitchen has fridge and stove. the cleanliness level was acceptable. the price was very reasonable compared to other hotels in peak season.",0.0,0.876,0.124,0.5267,positive,3
South,Al Baha,hotel,lodging,Aleairy No.2,2.6,"The only good thing was that the cleanliness was maintained & the location was nice.
There was no enough parking facility, the furniture was broken, No availability of towels. Had to book it due to unavailability since it was Eid season",en,"the only good thing was that the cleanliness was maintained & the location was nice.
there was no enough parking facility, the furniture was broken, no availability of towels. had to book it due to unavailability since it was eid season",0.125,0.645,0.23,0.3818,positive,1
South,Al Baha,hotel,lodging,Aleairy No.2,2.6,"- The mattresses are dirty and burned.
- No voice isolation.
- The below feel like stone.
- No room service available.
- The beds are not comfortable.

- الفرش وسخ ومحروق.
- لايوجد عزل للصوت.
-المخدات مثل الحجر.
- لاتوجد خدمات غرف.
- الأسرة مزعجة جدا.",en,"- the mattresses are dirty and burned.
- no voice isolation.
- the below feel like stone.
- no room service available.
- the beds are not comfortable.

- الفرش وسخ ومحروق.
- لايوجد عزل للصوت.
-المخدات مثل الحجر.
- لاتوجد خدمات غرف.
- الأسرة مزعجة جدا.",0.158,0.678,0.164,0.0516,positive,4
South,Al Baha,hotel,lodging,Al Samia Hotel Apartments,3.3,"7 minutes drive from Panda 706 (Baljurashi). There is a  grocery store  and laundry in the same building. Coffee shop, Fuel station and car wash within 1 minute drive.",en,"7 minutes drive from panda 706 (baljurashi). there is a  grocery store  and laundry in the same building. coffee shop, fuel station and car wash within 1 minute drive.",0.0,1.0,0.0,0.0,neutral,3
South,Al Baha,hotel,lodging,Al Samia Hotel Apartments,3.3,"Wonderful place
Very clean
Quite
All services active
And the price was surprising:
An apartment with three rooms 250 SAR!
Very good destination for housing.
أنصح فيه وبشدة",en,"wonderful place
very clean
quite
all services active
and the price was surprising:
an apartment with three rooms 250 sar!
very good destination for housing.
أنصح فيه وبشدة",0.0,0.475,0.525,0.9243,positive,2
South,Al Baha,hotel,lodging,Al Samia Hotel Apartments,3.3,"Net and clean, even their building is an ideal place.",en,"net and clean, even their building is an ideal place.",0.0,0.396,0.604,0.7269,positive,2
South,Al Baha,hotel,lodging,Al Samia Hotel Apartments,3.3,The rooms are clean but not suitable for travellers who wants to cook because there is no provision for cooking. The rate is also high with the limited amenities.,en,the rooms are clean but not suitable for travellers who wants to cook because there is no provision for cooking. the rate is also high with the limited amenities.,0.122,0.705,0.173,0.2023,positive,2
South,Al Baha,hotel,lodging,Al Samia Hotel Apartments,3.3,Nice place. But not maintained well. Beds in one room were as hard as rock. Washroom also needs maintenance.,en,nice place. but not maintained well. beds in one room were as hard as rock. washroom also needs maintenance.,0.086,0.613,0.301,0.5423,positive,1
South,Al Baha,hotel,lodging,Laialy Al Masif Furnished Apartments,3.1,"Good location
Staff OK
We booked 3 rooms apartment with two toilets.
Worst toilets. One toilet have no basin to wash hands. In other toilet shower place was right under the basin so you have to wash hands from the side. See picture
Only pipe no muslim shower - see picture
In one room no curtains- see picture
Other room curtain was broken - see picture
One small lift and it was dead slow
No smoke detectors
Very old building and one rooms stinks.
I am sorry but this property need massive improvements.",en,"good location
staff ok
we booked 3 rooms apartment with two toilets.
worst toilets. one toilet have no basin to wash hands. in other toilet shower place was right under the basin so you have to wash hands from the side. see picture
only pipe no muslim shower - see picture
in one room no curtains- see picture
other room curtain was broken - see picture
one small lift and it was dead slow
no smoke detectors
very old building and one rooms stinks.
i am sorry but this property need massive improvements.",0.205,0.693,0.102,-0.8126,negative,2
South,Al Baha,hotel,lodging,Laialy Al Masif Furnished Apartments,3.1,Good luck 👍,en,good luck 👍,0.0,0.0,1.0,0.7096,positive,2
South,Al Baha,hotel,lodging,Laialy Al Masif Furnished Apartments,3.1,very clean and nice location worth for the the money,en,very clean and nice location worth for the the money,0.0,0.213,0.787,0.7506,positive,1
South,Al Baha,hotel,lodging,Laialy Al Masif Furnished Apartments,3.1,Over all good hotel for reside,en,over all good hotel for reside,0.0,0.408,0.592,0.4404,positive,3
